attr	element	anim	link	page	loc	val	lnk	treatValueAs
refX	marker	TRUE	painting.html#MarkerElementRefXAttribute	painting.html	MarkerElementRefXAttribute	<coordinate>	types.html#DataTypeCoordinate	ignore
refY	marker	TRUE	painting.html#MarkerElementRefYAttribute	painting.html	MarkerElementRefYAttribute	<coordinate>	types.html#DataTypeCoordinate	ignore
preserveAspectRatio	feImage	TRUE	coords.html#PreserveAspectRatioAttribute	coords.html	PreserveAspectRatioAttribute	7.8 The ‘preserveAspectRatio’ attribute	NA	special-string
preserveAspectRatio	image	TRUE	coords.html#PreserveAspectRatioAttribute	coords.html	PreserveAspectRatioAttribute	7.8 The ‘preserveAspectRatio’ attribute	NA	special-string
preserveAspectRatio	marker	TRUE	coords.html#PreserveAspectRatioAttribute	coords.html	PreserveAspectRatioAttribute	7.8 The ‘preserveAspectRatio’ attribute	NA	special-string
preserveAspectRatio	pattern	TRUE	coords.html#PreserveAspectRatioAttribute	coords.html	PreserveAspectRatioAttribute	7.8 The ‘preserveAspectRatio’ attribute	NA	special-string
preserveAspectRatio	svg	TRUE	coords.html#PreserveAspectRatioAttribute	coords.html	PreserveAspectRatioAttribute	7.8 The ‘preserveAspectRatio’ attribute	NA	special-string
preserveAspectRatio	symbol	TRUE	coords.html#PreserveAspectRatioAttribute	coords.html	PreserveAspectRatioAttribute	7.8 The ‘preserveAspectRatio’ attribute	NA	special-string
preserveAspectRatio	view	TRUE	coords.html#PreserveAspectRatioAttribute	coords.html	PreserveAspectRatioAttribute	7.8 The ‘preserveAspectRatio’ attribute	NA	special-string
transform	a	TRUE	coords.html#TransformAttribute	coords.html	TransformAttribute	7.6 The ‘transform’ attribute	NA	transform-list
transform	circle	TRUE	coords.html#TransformAttribute	coords.html	TransformAttribute	7.6 The ‘transform’ attribute	NA	transform-list
transform	clipPath	TRUE	coords.html#TransformAttribute	coords.html	TransformAttribute	7.6 The ‘transform’ attribute	NA	transform-list
transform	defs	TRUE	coords.html#TransformAttribute	coords.html	TransformAttribute	7.6 The ‘transform’ attribute	NA	transform-list
transform	ellipse	TRUE	coords.html#TransformAttribute	coords.html	TransformAttribute	7.6 The ‘transform’ attribute	NA	transform-list
transform	foreignObject	TRUE	coords.html#TransformAttribute	coords.html	TransformAttribute	7.6 The ‘transform’ attribute	NA	transform-list
transform	g	TRUE	coords.html#TransformAttribute	coords.html	TransformAttribute	7.6 The ‘transform’ attribute	NA	transform-list
transform	image	TRUE	coords.html#TransformAttribute	coords.html	TransformAttribute	7.6 The ‘transform’ attribute	NA	transform-list
transform	line	TRUE	coords.html#TransformAttribute	coords.html	TransformAttribute	7.6 The ‘transform’ attribute	NA	transform-list
transform	path	TRUE	coords.html#TransformAttribute	coords.html	TransformAttribute	7.6 The ‘transform’ attribute	NA	transform-list
transform	polygon	TRUE	coords.html#TransformAttribute	coords.html	TransformAttribute	7.6 The ‘transform’ attribute	NA	transform-list
transform	polyline	TRUE	coords.html#TransformAttribute	coords.html	TransformAttribute	7.6 The ‘transform’ attribute	NA	transform-list
transform	rect	TRUE	coords.html#TransformAttribute	coords.html	TransformAttribute	7.6 The ‘transform’ attribute	NA	transform-list
transform	switch	TRUE	coords.html#TransformAttribute	coords.html	TransformAttribute	7.6 The ‘transform’ attribute	NA	transform-list
transform	text	TRUE	coords.html#TransformAttribute	coords.html	TransformAttribute	7.6 The ‘transform’ attribute	NA	transform-list
transform	use	TRUE	coords.html#TransformAttribute	coords.html	TransformAttribute	7.6 The ‘transform’ attribute	NA	transform-list
viewBox	marker	TRUE	coords.html#ViewBoxAttribute	coords.html	ViewBoxAttribute	7.7 The ‘viewBox’ attribute	NA	cmm-list {4}
viewBox	pattern	TRUE	coords.html#ViewBoxAttribute	coords.html	ViewBoxAttribute	7.7 The ‘viewBox’ attribute	NA	cmm-list {4}
viewBox	svg	TRUE	coords.html#ViewBoxAttribute	coords.html	ViewBoxAttribute	7.7 The ‘viewBox’ attribute	NA	cmm-list {4}
viewBox	symbol	TRUE	coords.html#ViewBoxAttribute	coords.html	ViewBoxAttribute	7.7 The ‘viewBox’ attribute	NA	cmm-list {4}
viewBox	view	TRUE	coords.html#ViewBoxAttribute	coords.html	ViewBoxAttribute	7.7 The ‘viewBox’ attribute	NA	cmm-list {4}
target	a	TRUE	linking.html#AElementTargetAttribute	linking.html	AElementTargetAttribute	_replace	NA	ignore
viewTarget	view	FALSE	linking.html#ViewElementViewTargetAttribute	linking.html	ViewElementViewTargetAttribute	 "XML_Name [XML_NAME]*"	NA	ignore
xlink:actuate	a	FALSE	linking.html#AElementXLinkActuateAttribute	linking.html	AElementXLinkActuateAttribute	"onRequest"	NA	ignore
xlink:actuate	altGlyph	FALSE	linking.html#XLinkActuateAttribute	linking.html	XLinkActuateAttribute	 "onLoad'	**	ignore
xlink:actuate	animate	FALSE	linking.html#XLinkActuateAttribute	linking.html	XLinkActuateAttribute	 "onLoad'	**	ignore
xlink:actuate	animateColor	FALSE	linking.html#XLinkActuateAttribute	linking.html	XLinkActuateAttribute	 "onLoad'	**	ignore
xlink:actuate	animateMotion	FALSE	linking.html#XLinkActuateAttribute	linking.html	XLinkActuateAttribute	 "onLoad'	**	ignore
xlink:actuate	animateTransform	FALSE	linking.html#XLinkActuateAttribute	linking.html	XLinkActuateAttribute	 "onLoad'	**	ignore
xlink:actuate	color-profile	FALSE	linking.html#XLinkActuateAttribute	linking.html	XLinkActuateAttribute	 "onLoad'	**	ignore
xlink:actuate	cursor	FALSE	linking.html#XLinkActuateAttribute	linking.html	XLinkActuateAttribute	 "onLoad'	**	ignore
xlink:actuate	feImage	FALSE	linking.html#XLinkActuateAttribute	linking.html	XLinkActuateAttribute	 "onLoad'	**	ignore
xlink:actuate	filter	FALSE	linking.html#XLinkActuateAttribute	linking.html	XLinkActuateAttribute	 "onLoad'	**	ignore
xlink:actuate	font-face-uri	FALSE	linking.html#XLinkActuateAttribute	linking.html	XLinkActuateAttribute	 "onLoad'	**	ignore
xlink:actuate	glyphRef	FALSE	linking.html#XLinkActuateAttribute	linking.html	XLinkActuateAttribute	 "onLoad'	**	ignore
xlink:actuate	image	FALSE	linking.html#XLinkActuateAttribute	linking.html	XLinkActuateAttribute	 "onLoad'	**	ignore
xlink:actuate	mpath	FALSE	linking.html#XLinkActuateAttribute	linking.html	XLinkActuateAttribute	 "onLoad'	**	ignore
xlink:actuate	pattern	FALSE	linking.html#XLinkActuateAttribute	linking.html	XLinkActuateAttribute	 "onLoad'	**	ignore
xlink:actuate	script	FALSE	linking.html#XLinkActuateAttribute	linking.html	XLinkActuateAttribute	 "onLoad'	**	ignore
xlink:actuate	set	FALSE	linking.html#XLinkActuateAttribute	linking.html	XLinkActuateAttribute	 "onLoad'	**	ignore
xlink:actuate	use	FALSE	linking.html#XLinkActuateAttribute	linking.html	XLinkActuateAttribute	 "onLoad'	**	ignore
xlink:arcrole	a	FALSE	linking.html#XLinkArcRoleAttribute	linking.html	XLinkArcRoleAttribute	 "<IRI>"	**	ignore
xlink:arcrole	altGlyph	FALSE	linking.html#XLinkArcRoleAttribute	linking.html	XLinkArcRoleAttribute	 "<IRI>"	**	ignore
xlink:arcrole	animate	FALSE	linking.html#XLinkArcRoleAttribute	linking.html	XLinkArcRoleAttribute	 "<IRI>"	**	ignore
xlink:arcrole	animateColor	FALSE	linking.html#XLinkArcRoleAttribute	linking.html	XLinkArcRoleAttribute	 "<IRI>"	**	ignore
xlink:arcrole	animateMotion	FALSE	linking.html#XLinkArcRoleAttribute	linking.html	XLinkArcRoleAttribute	 "<IRI>"	**	ignore
xlink:arcrole	animateTransform	FALSE	linking.html#XLinkArcRoleAttribute	linking.html	XLinkArcRoleAttribute	 "<IRI>"	**	ignore
xlink:arcrole	color-profile	FALSE	linking.html#XLinkArcRoleAttribute	linking.html	XLinkArcRoleAttribute	 "<IRI>"	**	ignore
xlink:arcrole	cursor	FALSE	linking.html#XLinkArcRoleAttribute	linking.html	XLinkArcRoleAttribute	 "<IRI>"	**	ignore
xlink:arcrole	feImage	FALSE	linking.html#XLinkArcRoleAttribute	linking.html	XLinkArcRoleAttribute	 "<IRI>"	**	ignore
xlink:arcrole	filter	FALSE	linking.html#XLinkArcRoleAttribute	linking.html	XLinkArcRoleAttribute	 "<IRI>"	**	ignore
xlink:arcrole	font-face-uri	FALSE	linking.html#XLinkArcRoleAttribute	linking.html	XLinkArcRoleAttribute	 "<IRI>"	**	ignore
xlink:arcrole	glyphRef	FALSE	linking.html#XLinkArcRoleAttribute	linking.html	XLinkArcRoleAttribute	 "<IRI>"	**	ignore
xlink:arcrole	image	FALSE	linking.html#XLinkArcRoleAttribute	linking.html	XLinkArcRoleAttribute	 "<IRI>"	**	ignore
xlink:arcrole	linearGradient	FALSE	linking.html#XLinkArcRoleAttribute	linking.html	XLinkArcRoleAttribute	 "<IRI>"	**	ignore
xlink:arcrole	mpath	FALSE	linking.html#XLinkArcRoleAttribute	linking.html	XLinkArcRoleAttribute	 "<IRI>"	**	ignore
xlink:arcrole	pattern	FALSE	linking.html#XLinkArcRoleAttribute	linking.html	XLinkArcRoleAttribute	 "<IRI>"	**	ignore
xlink:arcrole	radialGradient	FALSE	linking.html#XLinkArcRoleAttribute	linking.html	XLinkArcRoleAttribute	 "<IRI>"	**	ignore
xlink:arcrole	script	FALSE	linking.html#XLinkArcRoleAttribute	linking.html	XLinkArcRoleAttribute	 "<IRI>"	**	ignore
xlink:arcrole	set	FALSE	linking.html#XLinkArcRoleAttribute	linking.html	XLinkArcRoleAttribute	 "<IRI>"	**	ignore
xlink:arcrole	textPath	FALSE	linking.html#XLinkArcRoleAttribute	linking.html	XLinkArcRoleAttribute	 "<IRI>"	**	ignore
xlink:arcrole	tref	FALSE	linking.html#XLinkArcRoleAttribute	linking.html	XLinkArcRoleAttribute	 "<IRI>"	**	ignore
xlink:arcrole	use	FALSE	linking.html#XLinkArcRoleAttribute	linking.html	XLinkArcRoleAttribute	 "<IRI>"	**	ignore
xlink:href	a	TRUE	linking.html#AElementXLinkHrefAttribute	linking.html	AElementXLinkHrefAttribute	<IRI>	types.html#DataTypeIRI	ignore
xlink:role	a	FALSE	linking.html#XLinkRoleAttribute	linking.html	XLinkRoleAttribute	 "<IRI>"	**	ignore
xlink:role	altGlyph	FALSE	linking.html#XLinkRoleAttribute	linking.html	XLinkRoleAttribute	 "<IRI>"	**	ignore
xlink:role	animate	FALSE	linking.html#XLinkRoleAttribute	linking.html	XLinkRoleAttribute	 "<IRI>"	**	ignore
xlink:role	animateColor	FALSE	linking.html#XLinkRoleAttribute	linking.html	XLinkRoleAttribute	 "<IRI>"	**	ignore
xlink:role	animateMotion	FALSE	linking.html#XLinkRoleAttribute	linking.html	XLinkRoleAttribute	 "<IRI>"	**	ignore
xlink:role	animateTransform	FALSE	linking.html#XLinkRoleAttribute	linking.html	XLinkRoleAttribute	 "<IRI>"	**	ignore
xlink:role	color-profile	FALSE	linking.html#XLinkRoleAttribute	linking.html	XLinkRoleAttribute	 "<IRI>"	**	ignore
xlink:role	cursor	FALSE	linking.html#XLinkRoleAttribute	linking.html	XLinkRoleAttribute	 "<IRI>"	**	ignore
xlink:role	feImage	FALSE	linking.html#XLinkRoleAttribute	linking.html	XLinkRoleAttribute	 "<IRI>"	**	ignore
xlink:role	filter	FALSE	linking.html#XLinkRoleAttribute	linking.html	XLinkRoleAttribute	 "<IRI>"	**	ignore
xlink:role	font-face-uri	FALSE	linking.html#XLinkRoleAttribute	linking.html	XLinkRoleAttribute	 "<IRI>"	**	ignore
xlink:role	glyphRef	FALSE	linking.html#XLinkRoleAttribute	linking.html	XLinkRoleAttribute	 "<IRI>"	**	ignore
xlink:role	image	FALSE	linking.html#XLinkRoleAttribute	linking.html	XLinkRoleAttribute	 "<IRI>"	**	ignore
xlink:role	linearGradient	FALSE	linking.html#XLinkRoleAttribute	linking.html	XLinkRoleAttribute	 "<IRI>"	**	ignore
xlink:role	mpath	FALSE	linking.html#XLinkRoleAttribute	linking.html	XLinkRoleAttribute	 "<IRI>"	**	ignore
xlink:role	pattern	FALSE	linking.html#XLinkRoleAttribute	linking.html	XLinkRoleAttribute	 "<IRI>"	**	ignore
xlink:role	radialGradient	FALSE	linking.html#XLinkRoleAttribute	linking.html	XLinkRoleAttribute	 "<IRI>"	**	ignore
xlink:role	script	FALSE	linking.html#XLinkRoleAttribute	linking.html	XLinkRoleAttribute	 "<IRI>"	**	ignore
xlink:role	set	FALSE	linking.html#XLinkRoleAttribute	linking.html	XLinkRoleAttribute	 "<IRI>"	**	ignore
xlink:role	textPath	FALSE	linking.html#XLinkRoleAttribute	linking.html	XLinkRoleAttribute	 "<IRI>"	**	ignore
xlink:role	tref	FALSE	linking.html#XLinkRoleAttribute	linking.html	XLinkRoleAttribute	 "<IRI>"	**	ignore
xlink:role	use	FALSE	linking.html#XLinkRoleAttribute	linking.html	XLinkRoleAttribute	 "<IRI>"	**	ignore
xlink:show	a	FALSE	linking.html#XLinkShowAttribute	linking.html	XLinkShowAttribute	 "new' | 'replace' | 'embed' | 'other' | 'none'	**	ignore
xlink:show	altGlyph	FALSE	linking.html#XLinkShowAttribute	linking.html	XLinkShowAttribute	 "new' | 'replace' | 'embed' | 'other' | 'none'	**	ignore
xlink:show	animate	FALSE	linking.html#XLinkShowAttribute	linking.html	XLinkShowAttribute	 "new' | 'replace' | 'embed' | 'other' | 'none'	**	ignore
xlink:show	animateColor	FALSE	linking.html#XLinkShowAttribute	linking.html	XLinkShowAttribute	 "new' | 'replace' | 'embed' | 'other' | 'none'	**	ignore
xlink:show	animateMotion	FALSE	linking.html#XLinkShowAttribute	linking.html	XLinkShowAttribute	 "new' | 'replace' | 'embed' | 'other' | 'none'	**	ignore
xlink:show	animateTransform	FALSE	linking.html#XLinkShowAttribute	linking.html	XLinkShowAttribute	 "new' | 'replace' | 'embed' | 'other' | 'none'	**	ignore
xlink:show	color-profile	FALSE	linking.html#XLinkShowAttribute	linking.html	XLinkShowAttribute	 "new' | 'replace' | 'embed' | 'other' | 'none'	**	ignore
xlink:show	cursor	FALSE	linking.html#XLinkShowAttribute	linking.html	XLinkShowAttribute	 "new' | 'replace' | 'embed' | 'other' | 'none'	**	ignore
xlink:show	feImage	FALSE	linking.html#XLinkShowAttribute	linking.html	XLinkShowAttribute	 "new' | 'replace' | 'embed' | 'other' | 'none'	**	ignore
xlink:show	filter	FALSE	linking.html#XLinkShowAttribute	linking.html	XLinkShowAttribute	 "new' | 'replace' | 'embed' | 'other' | 'none'	**	ignore
xlink:show	font-face-uri	FALSE	linking.html#XLinkShowAttribute	linking.html	XLinkShowAttribute	 "new' | 'replace' | 'embed' | 'other' | 'none'	**	ignore
xlink:show	glyphRef	FALSE	linking.html#XLinkShowAttribute	linking.html	XLinkShowAttribute	 "new' | 'replace' | 'embed' | 'other' | 'none'	**	ignore
xlink:show	image	FALSE	linking.html#XLinkShowAttribute	linking.html	XLinkShowAttribute	 "new' | 'replace' | 'embed' | 'other' | 'none'	**	ignore
xlink:show	mpath	FALSE	linking.html#XLinkShowAttribute	linking.html	XLinkShowAttribute	 "new' | 'replace' | 'embed' | 'other' | 'none'	**	ignore
xlink:show	pattern	FALSE	linking.html#XLinkShowAttribute	linking.html	XLinkShowAttribute	 "new' | 'replace' | 'embed' | 'other' | 'none'	**	ignore
xlink:show	script	FALSE	linking.html#XLinkShowAttribute	linking.html	XLinkShowAttribute	 "new' | 'replace' | 'embed' | 'other' | 'none'	**	ignore
xlink:show	set	FALSE	linking.html#XLinkShowAttribute	linking.html	XLinkShowAttribute	 "new' | 'replace' | 'embed' | 'other' | 'none'	**	ignore
xlink:show	use	FALSE	linking.html#XLinkShowAttribute	linking.html	XLinkShowAttribute	 "new' | 'replace' | 'embed' | 'other' | 'none'	**	ignore
xlink:title	a	FALSE	linking.html#XLinkTitleAttribute	linking.html	XLinkTitleAttribute	 "<anything>"	**	ignore
xlink:title	altGlyph	FALSE	linking.html#XLinkTitleAttribute	linking.html	XLinkTitleAttribute	 "<anything>"	**	ignore
xlink:title	animate	FALSE	linking.html#XLinkTitleAttribute	linking.html	XLinkTitleAttribute	 "<anything>"	**	ignore
xlink:title	animateColor	FALSE	linking.html#XLinkTitleAttribute	linking.html	XLinkTitleAttribute	 "<anything>"	**	ignore
xlink:title	animateMotion	FALSE	linking.html#XLinkTitleAttribute	linking.html	XLinkTitleAttribute	 "<anything>"	**	ignore
xlink:title	animateTransform	FALSE	linking.html#XLinkTitleAttribute	linking.html	XLinkTitleAttribute	 "<anything>"	**	ignore
xlink:title	color-profile	FALSE	linking.html#XLinkTitleAttribute	linking.html	XLinkTitleAttribute	 "<anything>"	**	ignore
xlink:title	cursor	FALSE	linking.html#XLinkTitleAttribute	linking.html	XLinkTitleAttribute	 "<anything>"	**	ignore
xlink:title	feImage	FALSE	linking.html#XLinkTitleAttribute	linking.html	XLinkTitleAttribute	 "<anything>"	**	ignore
xlink:title	filter	FALSE	linking.html#XLinkTitleAttribute	linking.html	XLinkTitleAttribute	 "<anything>"	**	ignore
xlink:title	font-face-uri	FALSE	linking.html#XLinkTitleAttribute	linking.html	XLinkTitleAttribute	 "<anything>"	**	ignore
xlink:title	glyphRef	FALSE	linking.html#XLinkTitleAttribute	linking.html	XLinkTitleAttribute	 "<anything>"	**	ignore
xlink:title	image	FALSE	linking.html#XLinkTitleAttribute	linking.html	XLinkTitleAttribute	 "<anything>"	**	ignore
xlink:title	linearGradient	FALSE	linking.html#XLinkTitleAttribute	linking.html	XLinkTitleAttribute	 "<anything>"	**	ignore
xlink:title	mpath	FALSE	linking.html#XLinkTitleAttribute	linking.html	XLinkTitleAttribute	 "<anything>"	**	ignore
xlink:title	pattern	FALSE	linking.html#XLinkTitleAttribute	linking.html	XLinkTitleAttribute	 "<anything>"	**	ignore
xlink:title	radialGradient	FALSE	linking.html#XLinkTitleAttribute	linking.html	XLinkTitleAttribute	 "<anything>"	**	ignore
xlink:title	script	FALSE	linking.html#XLinkTitleAttribute	linking.html	XLinkTitleAttribute	 "<anything>"	**	ignore
xlink:title	set	FALSE	linking.html#XLinkTitleAttribute	linking.html	XLinkTitleAttribute	 "<anything>"	**	ignore
xlink:title	textPath	FALSE	linking.html#XLinkTitleAttribute	linking.html	XLinkTitleAttribute	 "<anything>"	**	ignore
xlink:title	tref	FALSE	linking.html#XLinkTitleAttribute	linking.html	XLinkTitleAttribute	 "<anything>"	**	ignore
xlink:title	use	FALSE	linking.html#XLinkTitleAttribute	linking.html	XLinkTitleAttribute	 "<anything>"	**	ignore
xlink:type	a	FALSE	linking.html#XLinkTypeAttribute	linking.html	XLinkTypeAttribute	 "simple"	**	ignore
xlink:type	altGlyph	FALSE	linking.html#XLinkTypeAttribute	linking.html	XLinkTypeAttribute	 "simple"	**	ignore
xlink:type	animate	FALSE	linking.html#XLinkTypeAttribute	linking.html	XLinkTypeAttribute	 "simple"	**	ignore
xlink:type	animateColor	FALSE	linking.html#XLinkTypeAttribute	linking.html	XLinkTypeAttribute	 "simple"	**	ignore
